0.0,0.0,0.0,0.0,0.0,
0.02,244.0,247.0,89.061,89.072,
0.04,244.0,247.0,0.0,14.036,
0.06,244.0,248.0,0.0,14.036,
0.08,244.0,248.0,0.0,0.0,
0.1,244.0,248.0,0.0,14.036,
0.12,244.0,249.0,0.0,14.036,
0.14,244.0,249.0,0.0,0.0,
0.16,244.0,249.0,0.0,14.036,
0.18,244.0,250.0,0.0,14.036,
0.2,244.0,250.0,0.0,0.0,
0.22,244.0,250.0,0.0,0.0,
0.24,244.0,250.0,0.0,14.036,
0.26,244.0,251.0,0.0,14.036,
0.28,244.0,251.0,0.0,0.0,
0.3,244.0,251.0,0.0,14.036,
0.32,244.0,252.0,0.0,14.036,
0.34,244.0,252.0,0.0,0.0,
0.36,244.0,252.0,0.0,0.0,
0.38,244.0,252.0,0.0,14.036,
0.4,244.0,253.0,0.0,14.036,
0.42,244.0,253.0,0.0,0.0,
0.44,244.0,253.0,0.0,0.0,
0.46,244.0,253.0,0.0,14.036,
0.48,244.0,254.0,0.0,14.036,
0.5,244.0,254.0,0.0,0.0,
0.52,244.0,254.0,0.0,0.0,
0.54,244.0,254.0,0.0,0.0,
0.56,244.0,254.0,0.0,14.036,
0.58,244.0,255.0,0.0,14.036,
0.6,244.0,255.0,0.0,0.0,
0.62,244.0,255.0,0.0,0.0,
0.64,244.0,255.0,0.0,14.036,
0.66,244.0,256.0,0.0,14.036,
0.68,244.0,256.0,0.0,0.0,
0.7,244.0,256.0,0.0,14.036,
0.72,244.0,257.0,0.0,14.036,
0.74,244.0,257.0,0.0,14.036,
0.76,244.0,258.0,0.0,14.036,
0.78,244.0,258.0,0.0,0.0,
0.8,244.0,258.0,0.0,0.0,
0.82,244.0,258.0,0.0,14.036,
0.84,244.0,259.0,14.036,14.036,
0.86,245.0,259.0,14.036,0.0,
0.88,245.0,259.0,0.0,0.0,
0.9,245.0,259.0,14.036,14.036,
0.92,246.0,260.0,26.565,14.036,
0.94,247.0,260.0,26.565,0.0,
0.96,248.0,260.0,36.87,0.0,
0.98,250.0,260.0,36.87,0.0,
1.0,251.0,260.0,26.565,0.0,
1.02,252.0,260.0,26.565,14.036,
1.04,253.0,261.0,26.565,14.036,
1.06,254.0,261.0,14.036,0.0,
1.08,254.0,261.0,14.036,0.0,
1.1,255.0,261.0,14.036,14.036,
1.12,255.0,262.0,14.036,14.036,
1.14,256.0,262.0,14.036,0.0,
1.16,256.0,262.0,0.0,14.036,
1.18,256.0,263.0,0.0,26.565,
1.2,256.0,264.0,14.036,14.036,
1.22,257.0,264.0,14.036,14.036,
1.24,257.0,265.0,14.036,26.565,
1.26,258.0,266.0,26.565,26.565,
1.28,259.0,267.0,14.036,26.565,
1.3,259.0,268.0,14.036,26.565,
1.32,260.0,269.0,14.036,26.565,
1.34,260.0,270.0,14.036,26.565,
1.36,261.0,271.0,26.565,26.565,
1.38,262.0,272.0,14.036,14.036,
1.4,262.0,272.0,14.036,14.036,
1.42,263.0,273.0,26.565,26.565,
1.44,264.0,274.0,26.565,14.036,
1.46,265.0,274.0,26.565,14.036,
1.48,266.0,275.0,26.565,26.565,
1.5,267.0,276.0,36.87,26.565,
1.52,269.0,277.0,36.87,14.036,
1.54,270.0,277.0,26.565,14.036,
1.56,271.0,278.0,26.565,26.565,
1.58,272.0,279.0,36.87,26.565,
1.6,274.0,280.0,36.87,26.565,
1.62,275.0,281.0,26.565,26.565,
1.64,276.0,282.0,36.87,14.036,
1.66,278.0,282.0,36.87,14.036,
1.68,279.0,283.0,26.565,26.565,
1.7,280.0,284.0,26.565,36.87,
1.72,281.0,286.0,26.565,36.87,
1.74,282.0,287.0,36.87,26.565,
1.76,284.0,288.0,36.87,26.565,
1.78,285.0,289.0,26.565,26.565,
1.8,286.0,290.0,26.565,36.87,
1.82,287.0,292.0,36.87,36.87,
1.84,289.0,293.0,36.87,26.565,
1.86,290.0,294.0,26.565,26.565,
1.88,291.0,295.0,26.565,26.565,
1.9,292.0,296.0,26.565,26.565,
1.92,293.0,297.0,26.565,26.565,
1.94,294.0,298.0,26.565,36.87,
1.96,295.0,300.0,26.565,36.87,
1.98,296.0,301.0,26.565,26.565,
2.0,297.0,302.0,26.565,26.565,
2.02,298.0,303.0,26.565,26.565,
2.04,299.0,304.0,26.565,26.565,
2.06,300.0,305.0,26.565,26.565,
2.08,301.0,306.0,36.87,26.565,
2.1,303.0,307.0,36.87,26.565,
2.12,304.0,308.0,36.87,26.565,
2.14,306.0,309.0,36.87,26.565,
2.16,307.0,310.0,36.87,36.87,
2.18,309.0,312.0,36.87,36.87,
2.2,310.0,313.0,36.87,26.565,
2.22,312.0,314.0,36.87,36.87,
2.24,313.0,316.0,36.87,36.87,
2.26,315.0,317.0,36.87,26.565,
2.28,316.0,318.0,26.565,36.87,
2.3,317.0,320.0,36.87,36.87,
2.32,319.0,321.0,36.87,36.87,
2.34,320.0,323.0,26.565,36.87,
2.36,321.0,324.0,26.565,36.87,
2.38,322.0,326.0,26.565,36.87,
2.4,323.0,327.0,36.87,26.565,
2.42,325.0,328.0,36.87,36.87,
2.44,326.0,330.0,36.87,45.0,
2.46,328.0,332.0,36.87,36.87,
2.48,329.0,333.0,36.87,36.87,
2.5,331.0,335.0,36.87,36.87,
2.52,332.0,336.0,36.87,36.87,
2.54,334.0,338.0,45.0,36.87,
2.56,336.0,339.0,45.0,36.87,
2.58,338.0,341.0,45.0,36.87,
2.6,340.0,342.0,45.0,36.87,
2.62,342.0,344.0,36.87,36.87,
2.64,343.0,345.0,36.87,26.565,
2.66,345.0,346.0,45.0,36.87,
2.68,347.0,348.0,45.0,36.87,
2.7,349.0,349.0,45.0,36.87,
2.72,351.0,351.0,45.0,36.87,
2.74,353.0,352.0,45.0,36.87,
2.76,355.0,354.0,45.0,36.87,
2.78,357.0,355.0,45.0,36.87,
2.8,359.0,357.0,45.0,45.0,
2.82,361.0,359.0,45.0,36.87,
2.84,363.0,360.0,45.0,36.87,
2.86,365.0,362.0,36.87,45.0,
2.88,366.0,364.0,36.87,45.0,
2.9,368.0,366.0,45.0,45.0,
2.92,370.0,368.0,45.0,45.0,
2.94,372.0,370.0,45.0,45.0,
2.96,374.0,372.0,45.0,45.0,
2.98,376.0,374.0,45.0,45.0,
3.0,378.0,376.0,45.0,45.0,
3.02,380.0,378.0,45.0,45.0,
3.04,382.0,380.0,45.0,45.0,
3.06,384.0,382.0,45.0,45.0,
3.08,386.0,384.0,45.0,45.0,
3.1,388.0,386.0,45.0,36.87,
3.12,390.0,387.0,45.0,36.87,
3.14,392.0,389.0,45.0,45.0,
3.16,394.0,391.0,45.0,45.0,
3.18,396.0,393.0,45.0,36.87,
3.2,398.0,394.0,45.0,36.87,
3.22,400.0,396.0,45.0,45.0,
3.24,402.0,398.0,45.0,45.0,
3.26,404.0,400.0,45.0,45.0,
3.28,406.0,402.0,45.0,45.0,
3.3,408.0,404.0,45.0,45.0,
3.32,410.0,406.0,45.0,45.0,
3.34,412.0,408.0,45.0,45.0,
3.36,414.0,410.0,36.87,45.0,
3.38,415.0,412.0,36.87,51.34,
3.4,417.0,415.0,36.87,45.0,
3.42,418.0,416.0,36.87,36.87,
3.44,420.0,418.0,45.0,45.0,
3.46,422.0,420.0,45.0,45.0,
3.48,424.0,422.0,45.0,45.0,
3.5,426.0,424.0,45.0,45.0,
3.52,428.0,426.0,45.0,45.0,
3.54,430.0,428.0,45.0,45.0,
3.56,432.0,430.0,45.0,45.0,
3.58,434.0,432.0,51.34,36.87,
3.6,437.0,433.0,51.34,36.87,
3.62,439.0,435.0,45.0,45.0,
3.64,441.0,437.0,45.0,36.87,
3.66,443.0,438.0,45.0,36.87,
3.68,445.0,440.0,45.0,45.0,
3.7,447.0,442.0,45.0,36.87,
3.72,449.0,443.0,45.0,36.87,
3.74,451.0,445.0,45.0,45.0,
3.76,453.0,447.0,45.0,45.0,
3.78,455.0,449.0,45.0,36.87,
3.8,457.0,450.0,45.0,36.87,
3.82,459.0,452.0,36.87,45.0,
3.84,460.0,454.0,36.87,45.0,
3.86,462.0,456.0,36.87,45.0,
3.88,463.0,458.0,36.87,45.0,
3.9,465.0,460.0,45.0,45.0,
3.92,467.0,462.0,45.0,36.87,
3.94,469.0,463.0,45.0,36.87,
3.96,471.0,465.0,45.0,45.0,
3.98,473.0,467.0,45.0,45.0,
4.0,475.0,469.0,45.0,36.87,
4.02,477.0,470.0,45.0,36.87,
4.04,479.0,472.0,51.34,45.0,
4.06,482.0,474.0,51.34,45.0,
4.08,484.0,476.0,45.0,36.87,
4.1,486.0,477.0,45.0,36.87,
4.12,488.0,479.0,45.0,36.87,
4.14,490.0,480.0,45.0,36.87,
4.16,492.0,482.0,45.0,36.87,
4.18,494.0,483.0,45.0,36.87,
4.2,496.0,485.0,45.0,36.87,
4.22,498.0,486.0,45.0,36.87,
4.24,500.0,488.0,45.0,45.0,
4.26,502.0,490.0,45.0,45.0,
4.28,504.0,492.0,45.0,36.87,
4.3,506.0,493.0,45.0,36.87,
4.32,508.0,495.0,36.87,45.0,
4.34,509.0,497.0,36.87,45.0,
4.36,511.0,499.0,45.0,45.0,
4.38,513.0,501.0,36.87,45.0,
